COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_MF	p_M	N_MF	N_M
Protein-S-isoprenylcysteine O-methyltransferase Ste14 (STE14) (PDB:5V7P)	0	1	1	NA	COG2020	GC_00000421	1	1	1	1
ABC-type branched-chain amino acid transport system, permease component (LivM)	0	1	1	NA	COG4177	GC_00000428	1	1	1	1
Ribonucleotide monophosphatase NagD, HAD superfamily (NagD) (PDB:1PW5)	0	1	1	NA	COG0647	GC_00000040, GC_00002593	1	1	1	1
Ribosomal protein S16 (RpsP) (PDB:4V4H)	0	1	1	NA	COG0228	GC_00000384	1	1	1	1
Uncharacterized protein, contains short C-terminal (SHOCT) domain (TM0315)	0	1	1	NA	COG3462	GC_00000747, GC_00001526	1	1	1	1
Ribonuclease HII (RnhB) (PDB:1EKE)	0	1	1	NA	COG0164	GC_00003499	1	1	1	1
Peptide chain release factor RF-3 (PrfC) (PDB:3UOQ)	0	1	1	NA	COG4108	GC_00001616	1	1	1	1
Acetyl-CoA carboxylase, carboxyltransferase component (MmdA) (PDB:1OD2)	0	1	1	NA	COG4799	GC_00002537, GC_00003493	1	1	1	1
Alpha/beta superfamily hydrolase (PDB:2FUK)	0	1	1	NA	COG2945	GC_00003565	1	1	1	1
Translation initiation factor IF-2, a GTPase (InfB) (PDB:5ME0)	0	1	1	NA	COG0532	GC_00003040	1	1	1	1
Beta-phosphoglucomutase, HAD superfamily (YcjU) (PDB:3E58) (PUBMED:29684280)	0	1	1	NA	COG0637	GC_00001136, GC_00001907, GC_00003047	1	1	1	1
UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase (MurG) (PDB:1F0K)	0	1	1	NA	COG0707	GC_00003206	1	1	1	1
Aromatic ring hydroxylase (YoaI) (PDB:1U8V)	0	1	1	NA	COG2368	GC_00000439	1	1	1	1
Uroporphyrinogen-III decarboxylase HemE (HemE) (PDB:2DG5)	0	1	1	NA	COG0407	GC_00002039	1	1	1	1
Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain (PuuD) (PDB:1L9X)	0	1	1	NA	COG2071	GC_00000817, GC_00001889	1	1	1	1
Signal recognition particle GTPase (Ffh) (PDB:2V3C)	0	1	1	NA	COG0541	GC_00002548	1	1	1	1
Adenosine deaminase (Add) (PDB:1A4L)	0	1	1	NA	COG1816	GC_00000361, GC_00002602	1	1	1	1
Uncharacterized conserved protein, DUF1326 domain	0	1	1	NA	COG5588	GC_00001341	1	1	1	1
Acetyl-CoA carboxylase beta subunit (AccD) (PDB:2F9I)!!!Acetyl-CoA carboxylase alpha subunit (AccA) (PDB:2F9I)	0	1	1	NA	COG0777!!!COG0825	GC_00003832, GC_00004056	1	1	1	1
Ribosomal protein L2 (RplB) (PDB:1VS6)	0	1	1	NA	COG0090	GC_00001344	1	1	1	1
Acetoin utilization deacetylase AcuC or a related deacetylase (AcuC) (PDB:1C3P)	0	1	1	NA	COG0123	GC_00001871	1	1	1	1
3-methyladenine DNA glycosylase Mpg (Mpg) (PDB:1BNK)	0	1	1	NA	COG2094	GC_00002627	1	1	1	1
Sulfate permease or related transporter, MFS superfamily (SUL1) (PDB:3NY7)	0	1	1	NA	COG0659	GC_00000598, GC_00002109, GC_00003347	1	1	1	1
Glycerophosphoryl diester phosphodiesterase (UgpQ) (PDB:1O1Z)	0	1	1	NA	COG0584	GC_00000701, GC_00000870	1	1	1	1
Acyl-CoA thioesterase FadM (FadM) (PDB:2FUJ)	0	1	1	NA	COG0824	GC_00000783, GC_00001094	1	1	1	1
Flavodoxin/ferredoxin--NADP reductase (Fpr) (PDB:3OZU)	0	1	1	NA	COG1018	GC_00000524, GC_00002107	1	1	1	1
Isopenicillin N synthase and related dioxygenases (PcbC) (PDB:1BK0)	0	1	1	NA	COG3491	GC_00001399	1	1	1	1
N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)	0	1	1	NA	COG1246	GC_00000971, GC_00001602, GC_00003189	1	1	1	1
Acetyl esterase/lipase (Aes) (PDB:1EVQ)	0	1	1	NA	COG0657	GC_00000171, GC_00000767, GC_00002751	1	1	1	1
Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)	0	1	1	NA	COG0451	GC_00000615, GC_00001118, GC_00001936, GC_00002025, GC_00002101, GC_00002145, GC_00002233, GC_00002428, GC_00002508, GC_00002580, GC_00002814, GC_00002983, GC_00003502, GC_00003741, GC_00004160	1	1	1	1
Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)	0	1	1	NA	COG0491	GC_00000753, GC_00001361, GC_00002966, GC_00002989, GC_00003076, GC_00003188, GC_00003460	1	1	1	1
Ketol-acid reductoisomerase (IlvC) (PDB:1NP3)	0	1	1	NA	COG0059	GC_00001255	1	1	1	1
Abortive phage infection protein AbiEi, antitoxin conponent of an AbiEi-AbiEii TA system (AbiEi) (PUBMED:24465005;29518409)	0	1	1	NA	COG5340	GC_00002995, GC_00003224	1	1	1	1
Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK (TesA) (PDB:1BWP)	0	1	1	NA	COG2755	GC_00000039, GC_00000607, GC_00001922, GC_00001960, GC_00002120, GC_00002691, GC_00002748	1	1	1	1
Predicted Mg-chelatase, contains ChlI-like and ATPase domains, YifB family (YifB)	0	1	1	NA	COG0606	GC_00002783	1	1	1	1
Barstar, RNAse (barnase) inhibitor (BarS) (PDB:1A19)	0	1	1	NA	COG2732	GC_00000622	1	1	1	1
Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)	0	1	1	NA	COG0438	GC_00000885, GC_00001603, GC_00001921, GC_00002005, GC_00002314, GC_00002612, GC_00002807, GC_00002830, GC_00002838, GC_00003622, GC_00003687, GC_00003807, GC_00003833, GC_00003864, GC_00003924, GC_00004024, GC_00004076	1	1	1	1
Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX)	0	1	1	NA	COG0632	GC_00000878	1	1	1	1
Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)	0	1	1	NA	COG0739	GC_00001915, GC_00003026, GC_00003226	1	1	1	1
Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains (NrdR)	0	1	1	NA	COG1327	GC_00000773	1	1	1	1
Peroxiredoxin (Bcp) (PDB:5IPH)	0	1	1	NA	COG1225	GC_00000075, GC_00000244, GC_00002684	1	1	1	1
NAD/NADP transhydrogenase alpha subunit (PntA) (PDB:1F8G)	0	1	1	NA	COG3288	GC_00000729, GC_00002793	1	1	1	1
Alanine racemase (Alr) (PDB:1BD0)	0	1	1	NA	COG0787	GC_00002024, GC_00002188	1	1	1	1
Thiamine monophosphate synthase (ThiE) (PDB:1G4T) (PUBMED:19060138)	0	1	1	NA	COG0352	GC_00002594	1	1	1	1
Superfamily II DNA or RNA helicase (SSL2) (PDB:6JDE)	0	1	1	NA	COG1061	GC_00000257, GC_00000408	1	1	1	1
Aldehyde, CO, or xanthine dehydrogenase, FAD-binding subunit (CutB) (PDB:5Y6Q)	0	1	1	NA	COG1319	GC_00001882, GC_00002617, GC_00003225	1	1	1	1
Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist (SrkA) (PDB:1ZYL)	0	1	1	NA	COG2334	GC_00000549	1	1	1	1
Transcription-repair coupling factor (superfamily II helicase) (Mfd) (PDB:2EYQ)	0	1	1	NA	COG1197	GC_00003146	1	1	1	1
16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family (RsmB) (PDB:2FRX)!!!Transcription antitermination protein NusB (NusB) (PDB:1EY1) (PUBMED:21652641)	0	1	1	NA	COG0144!!!COG0781	GC_00002028	1	1	1	1
Zn-dependent protease (includes sporulation protein SpoIVFB) (SpoIVFB) (PDB:3B4R)	0	1	1	NA	COG1994	GC_00002214	1	1	1	1
Prolyl endopeptidase PreP, S9A serine peptidase family (PreP) (PDB:1E5T)	0	1	1	NA	COG1505	GC_00003461	1	1	1	1
FoF1-type ATP synthase, membrane subunit a (AtpB) (PUBMED:22931285)	0	1	1	NA	COG0356	GC_00000208	1	1	1	1
Aspartate kinase (MetL1) (PDB:2CDQ)	0	1	1	NA	COG0527	GC_00000051, GC_00003997	1	1	1	1
Trehalose-6-phosphate phosphatase (OtsB) (PDB:1U02)!!!Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family (SGA1) (PDB:1AGM)	0	1	1	NA	COG1877!!!COG3387	GC_00000312	1	1	1	1
Xanthine/guanine/uracil/vitamin C permease GhxP/GhxQ, nucleobase:cation symporter 2 ( NCS2) family (NCS2) (PUBMED:24169576;24214977)	0	1	1	NA	COG2252	GC_00000873, GC_00000922	1	1	1	1
H+/gluconate symporter GntT or related permease, GntP/DsdX family (GntT)	0	1	1	NA	COG2610	GC_00000069	1	1	1	1
Uncharacterized conserved protein, DUF2236 family	0	1	1	NA	COG3662	GC_00001885, GC_00003039	1	1	1	1
Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family (CDA1) (PDB:1NY1)!!!Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase (BcsA) (PDB:4HG6)	0	1	1	NA	COG0726!!!COG1215	GC_00003093	1	1	1	1
IMP dehydrogenase/GMP reductase (GuaB) (PDB:1B3O)!!!FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase (LldD) (PDB:6AI7)	0	1	1	NA	COG0516!!!COG1304	GC_00000961	1	1	1	1
5-enolpyruvylshikimate-3-phosphate synthase (AroA) (PDB:4N3P)	0	1	1	NA	COG0128	GC_00001353	1	1	1	1
Dihydroneopterin aldolase (FolB) (PDB:1B9L)	0	1	1	NA	COG1539	GC_00001706	1	1	1	1
Fucose permease (FucP) (PDB:3O7P)	0	1	1	NA	COG0738	GC_00002933	1	1	1	1
Thymidylate kinase (Tmk) (PDB:3LV8)	0	1	1	NA	COG0125	GC_00002273	1	1	1	1
Ribosomal protein L35 (RpmI) (PDB:1VS6) (PUBMED:28373563)	0	1	1	NA	COG0291	GC_00000743	1	1	1	1
Uncharacterized conserved protein, DUF2304 domain	0	1	1	NA	COG2456	GC_00000800	1	1	1	1
Mannitol-1-phosphate/altronate dehydrogenases (MtlD) (PDB:1LJ8)	0	1	1	NA	COG0246	GC_00000177, GC_00003120	1	1	1	1
Flagellar motor switch protein FliG (FliG) (PDB:4FHR)	0	1	1	NA	COG1536	GC_00000133	1	1	1	1
Phosphatidylglycerophosphate synthase (PgsA) (PDB:4MND)	0	1	1	NA	COG0558	GC_00000501, GC_00000563, GC_00003273	1	1	1	1
Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family (ScpA) (PDB:3W6J)	0	1	1	NA	COG1354	GC_00002290	1	1	1	1
Exopolyphosphatase/pppGpp-phosphohydrolase (GppA) (PDB:1T6C)	0	1	1	NA	COG0248	GC_00001039, GC_00002420	1	1	1	1
Beta-galactosidase/beta-glucuronidase (LacZ) (PDB:5N6U) (PUBMED:19291314)	0	1	1	NA	COG3250	GC_00002559, GC_00002800	1	1	1	1
ATP-dependent DNA ligase (CDC9) (PDB:1A0I)!!!Eukaryotic-type DNA primase (LigD) (PDB:5DMU)	0	1	1	NA	COG1793!!!COG3285	GC_00002629	1	1	1	1
50S ribosomal subunit-associated GTPase HflX (HflX) (PDB:2QTF) (PUBMED:22905870)	0	1	1	NA	COG2262	GC_00003555	1	1	1	1
LysM repeat (LysM) (PDB:1E0G)	0	1	1	NA	COG1388	GC_00000326, GC_00003313	1	1	1	1
Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase (LdhA) (PDB:1DXY)	0	1	1	NA	COG1052	GC_00002713	1	1	1	1
Dipeptidyl aminopeptidase/acylaminoacyl peptidase (DAP2) (PDB:2JBW)	0	1	1	NA	COG1506	GC_00001253, GC_00002125, GC_00003109, GC_00003118, GC_00003362	1	1	1	1
DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)	0	1	1	NA	COG1522	GC_00000225, GC_00000919, GC_00001427, GC_00001469, GC_00001683, GC_00001923, GC_00002364, GC_00002423, GC_00002443, GC_00002517, GC_00003034, GC_00003608	1	1	1	1
Predicted trehalose synthase (Ble)	0	1	1	NA	COG3281	GC_00002404	1	1	1	1
Glucuronate isomerase (UxaC) (PDB:1J5S)	0	1	1	NA	COG1904	GC_00003457	1	1	1	1
Flp pilus assembly protein CpaB (CpaB)	0	1	1	NA	COG3745	GC_00000797, GC_00001892, GC_00002914	1	1	1	1
Periplasmic deferrochelatase/peroxidase EfeB (EfeB) (PDB:2D3Q)	0	1	1	NA	COG2837	GC_00001992, GC_00003799	1	1	1	1
Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (ThiD) (PDB:1Y9X) (PUBMED:17351295)!!!Aminopyrimidine aminohydrolase TenA (thiamine salvage pathway) (TenA) (PDB:2QCX) (PUBMED:17618314)	0	1	1	NA	COG0351!!!COG0819	GC_00002003	1	1	1	1
Flagellar motor component MotA (MotA)	0	1	1	NA	COG1291	GC_00003557	1	1	1	1
Gluconate kinase (GntK) (PDB:1KO4)	0	1	1	NA	COG3265	GC_00000034	1	1	1	1
Alpha-mannosidase (MngB) (PDB:5KBP) (PUBMED:14645248)	0	1	1	NA	COG0383	GC_00002180	1	1	1	1
Phosphoserine aminotransferase (SerC) (PDB:1BJN)	0	1	1	NA	COG1932	GC_00000500	1	1	1	1
Exonuclease VII small subunit (XseB) (PDB:1VP7)	0	1	1	NA	COG1722	GC_00002156	1	1	1	1
6-phosphogluconate dehydrogenase (decarboxylating) (YqeC) (PDB:4E21)	0	1	1	NA	COG1023	GC_00000790	1	1	1	1
Anthranilate phosphoribosyltransferase, glycosyltransferase domain (TrpD) (PDB:1KGZ)	0	1	1	NA	COG0547	GC_00002425	1	1	1	1
Long-chain acyl-CoA synthetase (AMP-forming) (FAA1)	0	1	1	NA	COG1022	GC_00002483	1	1	1	1
Trk-type K+ transport system, membrane component (TrkG) (PDB:3PJZ)	0	1	1	NA	COG0168	GC_00000850	1	1	1	1
Glutamate-1-semialdehyde aminotransferase (HemL) (PDB:2CFB)	0	1	1	NA	COG0001	GC_00003523	1	1	1	1
Phosphoketolase (XFP) (PDB:3AHC)	0	1	1	NA	COG3957	GC_00002614	1	1	1	1
Ribosomal protein S5 (RpsE) (PDB:4V4H)	0	1	1	NA	COG0098	GC_00001059	1	1	1	1
Uncharacterized conserved protein, DUF1697 family (PDB:2HIY)	0	1	1	NA	COG3797	GC_00003204	1	1	1	1
ATP-dependent DNA ligase (CDC9) (PDB:1A0I)	0	1	1	NA	COG1793	GC_00002021, GC_00002611	1	1	1	1
Predicted NTP pyrophosphohydrolase, NUDIX family	0	1	1	NA	COG4119	GC_00003299	1	1	1	1
Kef-type K+ transport system, membrane component KefB (KefB) (PDB:4BWZ)	0	1	1	NA	COG0475	GC_00000980, GC_00002553	1	1	1	1
Predicted secreted protein YlbL, contains PDZ domain (SdrC)	0	1	1	NA	COG3480	GC_00001810	1	1	1	1
Protein translocase subunit SecG (SecG) (PDB:2AKH)	0	1	1	NA	COG1314	GC_00001647	1	1	1	1
Predicted kinase, contains AAA domain (PDB:2RHM)	0	1	1	NA	COG0645	GC_00001536, GC_00002934	1	1	1	1
NADPH-dependent glutamate synthase beta chain or related oxidoreductase (GltD) (PDB:1H7X)	0	1	1	NA	COG0493	GC_00000122, GC_00000222	1	1	1	1
3-dehydroquinate synthetase (AroB) (PDB:3ZOK)	0	1	1	NA	COG0337	GC_00002806	1	1	1	1
Sugar isomerase-related protein YecE, UPF0759/DUF72 family (YecE) (PDB:1VPQ)	0	1	1	NA	COG1801	GC_00001818	1	1	1	1
UTP-glucose-1-phosphate uridylyltransferase (GalU) (PDB:2E3D)	0	1	1	NA	COG1210	GC_00000052	1	1	1	1
Ribosome-associated protein YbcJ, S4-like RNA-binding protein (YbcJ) (PDB:1P9K)	0	1	1	NA	COG2501	GC_00001591	1	1	1	1
Cell division GTPase FtsZ (FtsZ) (PDB:1FSZ)	0	1	1	NA	COG0206	GC_00002915	1	1	1	1
Flagellar motor switch protein FliM (FliM) (PDB:2HP7)	0	1	1	NA	COG1868	GC_00000803	1	1	1	1
Serine protease, subtilisin family (AprE) (PDB:1SCJ)	0	1	1	NA	COG1404	GC_00002166, GC_00002774, GC_00003287	1	1	1	1
Membrane-associated phospholipid phosphatase (PgpB) (PDB:1D2T)	0	1	1	NA	COG0671	GC_00000303, GC_00003004, GC_00004077	1	1	1	1
Uncharacterized membrane protein YccF, DUF307 family (YccF)	0	1	1	NA	COG3304	GC_00000230	1	1	1	1
Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)	0	1	1	NA	COG2255	GC_00001518	1	1	1	1
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (BioA) (PDB:1MLY)	0	1	1	NA	COG0161	GC_00001845	1	1	1	1
Uncharacterized conserved protein, DUF58 family, contains vWF domain (YeaD2)	0	1	1	NA	COG1721	GC_00002813, GC_00003283	1	1	1	1
Pterin-4a-carbinolamine dehydratase (PhhB) (PDB:1DCH)	0	1	1	NA	COG2154	GC_00003240	1	1	1	1
3-methyladenine DNA glycosylase AlkD (AlkD) (PDB:3JX7)	0	1	1	NA	COG4912	GC_00002436, GC_00003339	1	1	1	1
tRNA A37 threonylcarbamoyltransferase TsaD (TsaD) (PDB:3ENO) (PUBMED:23072323;21285948;32385138)	0	1	1	NA	COG0533	GC_00001776	1	1	1	1
Spermidine synthase (polyamine aminopropyltransferase) (SpeE) (PDB:6BQ2)	0	1	1	NA	COG0421	GC_00003336, GC_00003418	1	1	1	1
PAS domain (PAS) (PDB:2MWG)!!!Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	0	1	1	NA	COG2202!!!COG5001	GC_00002465	1	1	1	1
L-rhamnose mutarotase (RhaM) (PDB:1X8D)	0	1	1	NA	COG3254	GC_00001690	1	1	1	1
Predicted RNA-binding protein YlqC, contains KH domain, UPF0109 family (YlqC)	0	1	1	NA	COG1837	GC_00001672	1	1	1	1
Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit (SdhB/FrdB) (PDB:6LUM)	0	1	1	NA	COG0479	GC_00000859	1	1	1	1
Nucleoside diphosphate kinase (Ndk) (PDB:1B4S)	0	1	1	NA	COG0105	GC_00000392	1	1	1	1
Uncharacterized membrane protein, YccA/Bax inhibitor family	0	1	1	NA	COG4760	GC_00001962	1	1	1	1
Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain (TrkA) (PDB:4XTT) (PUBMED:23815639;25957408;31868587;32095817)	0	1	1	NA	COG0569	GC_00000212, GC_00001037, GC_00001713	1	1	1	1
Transcription elongation factor, GreA/GreB family (GreA) (PDB:1GRJ)	0	1	1	NA	COG0782	GC_00001385	1	1	1	1
Multimeric flavodoxin WrbA, includes NAD(P)H:quinone oxidoreductase (WrbA) (PDB:4DY4)	0	1	1	NA	COG0655	GC_00001369	1	1	1	1
Acetyl/propionyl-CoA carboxylase, alpha subunit (PccA) (PDB:3U9S)	0	1	1	NA	COG4770	GC_00001869, GC_00002195	1	1	1	1
RecG-like helicase (RecG) (PDB:1GM5)	0	1	1	NA	COG1200	GC_00002637, GC_00002763	1	1	1	1
Glutamyl-tRNA reductase (HemA) (PDB:2XOE)	0	1	1	NA	COG0373	GC_00003405	1	1	1	1
Glycine/serine hydroxymethyltransferase (GlyA) (PDB:1BJ4)	0	1	1	NA	COG0112	GC_00000007	1	1	1	1
NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase (FadH2) (PDB:1VRQ)!!!Ferredoxin (Fer) (PDB:1IQZ)	0	1	1	NA	COG0446!!!COG1141	GC_00003381	1	1	1	1
Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family (CnoX) (PDB:3QDN) (PUBMED:21498507;29754824)	0	1	1	NA	COG3118	GC_00000033, GC_00000066, GC_00000077, GC_00002171	1	1	1	1
Ribosomal protein S20 (RpsT) (PDB:4V4H)	0	1	1	NA	COG0268	GC_00001189	1	1	1	1
Ribonucleotide reductase beta subunit, ferritin-like domain (NrdB) (PDB:1AV8)	0	1	1	NA	COG0208	GC_00000372	1	1	1	1
Riboflavin synthase alpha chain (RibC) (PDB:1I8D)	0	1	1	NA	COG0307	GC_00002833	1	1	1	1
Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase (HisC) (PDB:4R2N)	0	1	1	NA	COG0079	GC_00000574, GC_00001617	1	1	1	1
Maleate cis-trans isomerase (PDB:2DGD)	0	1	1	NA	COG3473	GC_00001363, GC_00003231	1	1	1	1
Cystathionine beta-lyase/cystathionine gamma-synthase (MetC) (PDB:1CL1)	0	1	1	NA	COG0626	GC_00000602, GC_00002300, GC_00002446, GC_00002630	1	1	1	1
Glutamate or tyrosine decarboxylase or a related PLP-dependent protein (GadA) (PDB:1XEY)	0	1	1	NA	COG0076	GC_00000315	1	1	1	1
Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3)	0	1	1	NA	COG0225	GC_00001222	1	1	1	1
NAD(P)H-dependent FMN reductase (SsuE) (PDB:6DQI)	0	1	1	NA	COG0431	GC_00000213, GC_00001075, GC_00002626	1	1	1	1
Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR)	0	1	1	NA	COG0817	GC_00003196	1	1	1	1
Rad3-related DNA helicase DinG (DinG) (PDB:5H8W)	0	1	1	NA	COG1199	GC_00002365	1	1	1	1
3',5'-cyclic AMP phosphodiesterase CpdA (CpdA) (PDB:2ZO9)	0	1	1	NA	COG1409	GC_00000620, GC_00003127	1	1	1	1
2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)	0	1	1	NA	COG0654	GC_00001787, GC_00001926, GC_00002243, GC_00002244, GC_00002391, GC_00002408, GC_00002573, GC_00002873, GC_00003709, GC_00003973, GC_00004174	1	1	1	1
ABC-type guanosine uptake system NupNOPQ, ATPase component NupO (NupO) (PUBMED:21926227)	0	1	1	NA	COG3845	GC_00001088	1	1	1	1
Chaperonin GroEL (HSP60 family) (GroEL) (PDB:1AON)	0	1	1	NA	COG0459	GC_00000082	1	1	1	1
Nicotinic acid phosphoribosyltransferase (PncB) (PDB:1VLP)	0	1	1	NA	COG1488	GC_00002229	1	1	1	1
NAD(P)H-nitrite reductase, large subunit (NirB)!!!Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD (CzcO) (PDB:4USQ)	0	1	1	NA	COG1251!!!COG2072	GC_00002755	1	1	1	1
Pyrroline-5-carboxylate reductase (ProC) (PDB:3GT0) (PUBMED:22125496;26507882)	0	1	1	NA	COG0345	GC_00001093	1	1	1	1
Glutamine phosphoribosylpyrophosphate amidotransferase (PurF) (PDB:1ECB)	0	1	1	NA	COG0034	GC_00001402	1	1	1	1
DNA-binding response regulator DpiB of citrate/malate metabolism (CitB)	0	1	1	NA	COG4565	GC_00000089, GC_00001430, GC_00003300	1	1	1	1
Ribosomal protein L18 (RplR) (PDB:1VS6)	0	1	1	NA	COG0256	GC_00000350	1	1	1	1
ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)	0	1	1	NA	COG0542	GC_00000016, GC_00000050, GC_00003176	1	1	1	1
Uncharacterized membrane protein YczE (YczE)	0	1	1	NA	COG2364	GC_00001224	1	1	1	1
Malonyl CoA-acyl carrier protein transacylase (FabD) (PDB:1YXC)	0	1	1	NA	COG0331	GC_00001083	1	1	1	1
Glycerol-3-phosphate dehydrogenase (GlpA) (PDB:2RGH)	0	1	1	NA	COG0578	GC_00001295, GC_00002168	1	1	1	1
Putative cell wall-binding domain (amidase enhancer), LytB superfamily (LytB) (PDB:5J6Q)	0	1	1	NA	COG2247	GC_00003472	1	1	1	1
Formate dehydrogenase assembly factor FdhD, a sulfurtransferase (FdhD) (PDB:2PW9)	0	1	1	NA	COG1526	GC_00003382	1	1	1	1
DNA primase (bacterial type) (DnaG) (PDB:3B39) (PUBMED:28128549)	0	1	1	NA	COG0358	GC_00002569	1	1	1	1
DNA-binding transcriptional regulator, IscR family (IscR) (PDB:1XD7)	0	1	1	NA	COG1959	GC_00003415	1	1	1	1
Predicted FMN-binding regulatory protein PaiB (PaiB) (PDB:2OL5)	0	1	1	NA	COG2808	GC_00001999	1	1	1	1
Exonuclease VII, large subunit (XseA)	0	1	1	NA	COG1570	GC_00002767	1	1	1	1
Cell division ATPase FtsE (FtsE)	0	1	1	NA	COG2884	GC_00002002	1	1	1	1
ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	0	1	1	NA	COG1192	GC_00001006, GC_00003201, GC_00003238, GC_00003613	1	1	1	1
Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family (Mrp) (PDB:2PH1) (PUBMED:18616280;19114487;31709520)!!!Capsular polysaccharide biosynthesis protein YveK (YveK)	0	1	1	NA	COG0489!!!COG3944	GC_00003002	1	1	1	1
DNA-directed RNA polymerase, subunit K/omega (RpoZ) (PDB:3LU0)	0	1	1	NA	COG1758	GC_00001447	1	1	1	1
Cytochrome c, mono- and diheme variants (CccA) (PDB:1A2S)	0	1	1	NA	COG2010	GC_00003227	1	1	1	1
Phosphoribosyl-AMP cyclohydrolase (HisI1) (PDB:1ZPS)	0	1	1	NA	COG0139	GC_00000824	1	1	1	1
DNA-binding transcriptional regulator, PucR/PutR family (PucR) (PUBMED:14990804)	0	1	1	NA	COG2508	GC_00001512, GC_00001705, GC_00001711, GC_00001797, GC_00001864, GC_00002043, GC_00002624, GC_00002877, GC_00003213, GC_00003274, GC_00004021	1	1	1	1
ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)	0	1	1	NA	COG0834	GC_00000754, GC_00000875, GC_00001089, GC_00001263, GC_00001294, GC_00003248, GC_00003836, GC_00004184	1	1	1	1
3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase, class II (AroG2) (PDB:6BMC)	0	1	1	NA	COG3200	GC_00002456	1	1	1	1
Transcription termination/antitermination protein NusG (NusG) (PDB:3EWG) (PUBMED:19500594)	0	1	1	NA	COG0250	GC_00001213	1	1	1	1
L-asparagine transporter or related permease (AnsP)	0	1	1	NA	COG1113	GC_00000035, GC_00000457, GC_00001939, GC_00002823, GC_00003563	1	1	1	1
Pyruvate kinase (PykF) (PDB:6QXL)	0	1	1	NA	COG0469	GC_00002926	1	1	1	1
Transglutaminase-like enzyme, putative cysteine protease (YebA) (PDB:3ISR)	0	1	1	NA	COG1305	GC_00001333, GC_00001503, GC_00002762	1	1	1	1
1,2-phenylacetyl-CoA epoxidase, catalytic subunit (YdbO) (PDB:1OTK)	0	1	1	NA	COG3396	GC_00000318, GC_00002817	1	1	1	1
Clumping factor A-related surface protein, MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family, DEv-IgG fold (ClfA) (PDB:1N67) (PUBMED:12485987)	0	1	1	NA	COG4932	GC_00000112, GC_00003466	1	1	1	1
Uncharacterized conserved protein, DUF1801 domain	0	1	1	NA	COG5649	GC_00002192	1	1	1	1
Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V)	0	1	1	NA	COG1917	GC_00000810, GC_00002378, GC_00003668, GC_00004070	1	1	1	1
Cold shock protein, CspA family (CspC) (PDB:1C9O)	0	1	1	NA	COG1278	GC_00000003, GC_00001298	1	1	1	1
